bug,pass,test_fail,compile_fail,failed_tests
Closure-49,No,Yes,No,com.google.javascript.jscomp.FunctionInjectorTest::testInline19b; com.google.javascript.jscomp.FunctionInjectorTest::testInlineIntoLoop; com.google.javascript.jscomp.FunctionInjectorTest::testInline13; com.google.javascript.jscomp.FunctionInjectorTest::testInline14; com.google.javascript.jscomp.FunctionInjectorTest::testInline15; com.google.javascript.jscomp.FunctionInjectorTest::testInline16; com.google.javascript.jscomp.FunctionInjectorTest::testInline17; com.google.javascript.jscomp.FunctionInjectorTest::testInline18; com.google.javascript.jscomp.FunctionInjectorTest::testInline19; com.google.javascript.jscomp.FunctionInjectorTest::testBug1897706; com.google.javascript.jscomp.FunctionInjectorTest::testInlineFunctionWithInnerFunction5; com.google.javascript.jscomp.FunctionToBlockMutatorTest::testMutateWithParameters3; com.google.javascript.jscomp.FunctionToBlockMutatorTest::testMutateCallInLoopVars1; com.google.javascript.jscomp.FunctionToBlockMutatorTest::testMutateInitializeUninitializedVars1; com.google.javascript.jscomp.FunctionToBlockMutatorTest::testMutateInitializeUninitializedVars2; com.google.javascript.jscomp.FunctionToBlockMutatorTest::testMutateFunctionDefinition; com.google.javascript.jscomp.FunctionToBlockMutatorTest::testMutate8; com.google.javascript.jscomp.InlineFunctionsTest::testLoopWithFunctionWithFunction; com.google.javascript.jscomp.InlineFunctionsTest::testShadowVariables16; com.google.javascript.jscomp.InlineFunctionsTest::testShadowVariables18; com.google.javascript.jscomp.InlineFunctionsTest::testCostBasedInlining11; com.google.javascript.jscomp.InlineFunctionsTest::testMixedModeInliningCosting3; com.google.javascript.jscomp.InlineFunctionsTest::testInlineNeverMutateConstants; com.google.javascript.jscomp.InlineFunctionsTest::testInlineWithThis7; com.google.javascript.jscomp.InlineFunctionsTest::testAnonymous1; com.google.javascript.jscomp.InlineFunctionsTest::testAnonymous3; com.google.javascript.jscomp.InlineFunctionsTest::testShadowVariables1; com.google.javascript.jscomp.InlineFunctionsTest::testShadowVariables3; com.google.javascript.jscomp.InlineFunctionsTest::testShadowVariables6; com.google.javascript.jscomp.InlineFunctionsTest::testShadowVariables7; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionCallInlining11b; com.google.javascript.jscomp.InlineFunctionsTest::testComplexInlineNoResultNoParamCall3; com.google.javascript.jscomp.InlineFunctionsTest::testCostBasedInlining9; com.google.javascript.jscomp.InlineFunctionsTest::testMethodWithFunctionWithFunction; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionYCombinator; com.google.javascript.jscomp.InlineFunctionsTest::testComplexInlineVars7; com.google.javascript.jscomp.InlineFunctionsTest::testComplexFunctionWithFunctionDefinition2a; com.google.javascript.jscomp.InlineFunctionsTest::testComplexInline7; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionOmega; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions15b; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions15d; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions16a; com.google.javascript.jscomp.InlineFunctionsTest::testBug4944818; com.google.javascript.jscomp.InlineFunctionsTest::testComplexSample; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified1; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified2; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified3; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified4; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified5; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified6; com.google.javascript.jscomp.InlineFunctionsTest::testNoInlineIfParametersModified7; com.google.javascript.jscomp.InlineFunctionsTest::testIssue423; com.google.javascript.jscomp.InlineFunctionsTest::testComplexFunctionWithFunctionDefinition2; com.google.javascript.jscomp.InlineFunctionsTest::testComplexFunctionWithFunctionDefinition3; com.google.javascript.jscomp.InlineFunctionsTest::testDecomposeFunctionExpressionInCall; com.google.javascript.jscomp.InlineFunctionsTest::testInlineNeverOverrideNewValues; com.google.javascript.jscomp.InlineFunctionsTest::testInlineBlockMutableArgs1; com.google.javascript.jscomp.InlineFunctionsTest::testInlineBlockMutableArgs2; com.google.javascript.jscomp.InlineFunctionsTest::testInlineBlockMutableArgs3; com.google.javascript.jscomp.InlineFunctionsTest::testInlineBlockMutableArgs4; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions10; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions13; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions22; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions23; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions9; com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testMakeLocalNamesUniqueWithContext5
Closure-50,No,Yes,No,com.google.javascript.jscomp.PeepholeReplaceKnownMethodsTest::testStringJoinAdd; com.google.javascript.jscomp.PeepholeReplaceKnownMethodsTest::testNoStringJoin
Closure-51,Yes,No,No,
Closure-53,Yes,No,No,
Closure-54,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testIssue537a; com.google.javascript.jscomp.TypeCheckTest::testIssue537b; com.google.javascript.jscomp.TypedScopeCreatorTest::testPropertyOnUnknownSuperClass2
Closure-60,Yes,No,No,
Closure-64,No,Yes,No,com.google.javascript.jscomp.CodePrinterTest::testStrict
Closure-68,No,Yes,No,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testIssue477
Closure-72,No,Yes,No,com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions31
Closure-74,No,No,Yes,
Closure-75,No,Yes,No,com.google.javascript.jscomp.PeepholeFoldConstantsTest::testFoldingMixTypes; com.google.javascript.jscomp.PeepholeFoldConstantsTest::testUnaryOps
Closure-76,No,Yes,No,com.google.javascript.jscomp.DeadAssignmentsEliminationTest::testInExpression2
Closure-79,No,Yes,No,com.google.javascript.jscomp.VarCheckTest::testPropReferenceInExterns1; com.google.javascript.jscomp.VarCheckTest::testPropReferenceInExterns3; com.google.javascript.jscomp.VarCheckTest::testVarReferenceInExterns; com.google.javascript.jscomp.VarCheckTest::testCallInExterns
Closure-80,Yes,No,No,
Closure-84,No,Yes,No,com.google.javascript.jscomp.parsing.ParserTest::testDestructuringAssignForbidden4
Closure-85,No,Yes,No,com.google.javascript.jscomp.UnreachableCodeEliminationTest::testCascadedRemovalOfUnlessUnconditonalJumps; com.google.javascript.jscomp.UnreachableCodeEliminationTest::testIssue311
Closure-89,No,Yes,No,com.google.javascript.jscomp.CollapsePropertiesTest::testAddPropertyToChildOfUncollapsibleFunctionInLocalScope; com.google.javascript.jscomp.CollapsePropertiesTest::testAliasCreatedForFunctionDepth1_1; com.google.javascript.jscomp.CollapsePropertiesTest::testAliasCreatedForFunctionDepth1_2; com.google.javascript.jscomp.CollapsePropertiesTest::testAliasCreatedForFunctionDepth1_3; com.google.javascript.jscomp.CollapsePropertiesTest::testAddPropertyToUncollapsibleNamedCtorInLocalScopeDepth1; com.google.javascript.jscomp.CollapsePropertiesTest::testAddPropertyToUncollapsibleFunctionInLocalScopeDepth1; com.google.javascript.jscomp.CollapsePropertiesTest::testAddPropertyToUncollapsibleFunctionInLocalScopeDepth2; com.google.javascript.jscomp.CollapsePropertiesTest::testAliasCreatedForFunctionDepth2
Closure-90,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testBackwardsTypedefUse8; com.google.javascript.jscomp.TypeCheckTest::testBackwardsTypedefUse9
Closure-98,Yes,No,No,
Closure-99,No,Yes,No,com.google.javascript.jscomp.CheckGlobalThisTest::testPropertyOfMethod; com.google.javascript.jscomp.CheckGlobalThisTest::testPropertyOfMethod
Closure-100,No,Yes,No,com.google.javascript.jscomp.CheckGlobalThisTest::testStaticFunction6; com.google.javascript.jscomp.CheckGlobalThisTest::testStaticFunction7; com.google.javascript.jscomp.CheckGlobalThisTest::testStaticFunction8; com.google.javascript.jscomp.CheckGlobalThisTest::testGlobalThis7; com.google.javascript.jscomp.CheckGlobalThisTest::testStaticMethod2; com.google.javascript.jscomp.CheckGlobalThisTest::testStaticMethod3; com.google.javascript.jscomp.CheckGlobalThisTest::testInnerFunction1; com.google.javascript.jscomp.CheckGlobalThisTest::testInnerFunction2; com.google.javascript.jscomp.CheckGlobalThisTest::testInnerFunction3
Closure-103,No,Yes,No,com.google.javascript.jscomp.DisambiguatePropertiesTest::testTwoSeparateFieldsTwoTypes; com.google.javascript.jscomp.DisambiguatePropertiesTest::testUnresolvedType; com.google.javascript.jscomp.DisambiguatePropertiesTest::testInterfaceOfSuperclass; com.google.javascript.jscomp.DisambiguatePropertiesTest::testTwoTypes; com.google.javascript.jscomp.DisambiguatePropertiesTest::testOneType; com.google.javascript.jscomp.DisambiguatePropertiesTest::testSubtypesWithSameField; com.google.javascript.jscomp.DisambiguatePropertiesTest::testSuperInterface; com.google.javascript.jscomp.DisambiguatePropertiesTest::testCast; com.google.javascript.jscomp.DisambiguatePropertiesTest::testPrototypeAndInstance; com.google.javascript.jscomp.DisambiguatePropertiesTest::testUnionType; com.google.javascript.jscomp.DisambiguatePropertiesTest::testTwoFields; com.google.javascript.jscomp.DisambiguatePropertiesTest::testTwoInterfacesWithSomeInheritance; com.google.javascript.jscomp.DisambiguatePropertiesTest::testMultipleInterfaces; com.google.javascript.jscomp.DisambiguatePropertiesTest::testClosureInherits; com.google.javascript.jscomp.DisambiguatePropertiesTest::testSupertypeWithSameField
Closure-105,Yes,No,No,
Closure-106,No,No,Yes,
Closure-108,No,Yes,No,com.google.javascript.jscomp.ScopedAliasesTest::testIssue1144
Closure-110,No,Yes,No,
Closure-115,Yes,No,No,
Closure-116,No,Yes,No,com.google.javascript.jscomp.FunctionInjectorTest::testIssue1101a; com.google.javascript.jscomp.FunctionInjectorTest::testIssue1101b; com.google.javascript.jscomp.InlineFunctionsTest::testBug4944818; com.google.javascript.jscomp.InlineFunctionsTest::testDoubleInlining2; com.google.javascript.jscomp.InlineFunctionsTest::testIssue1101; com.google.javascript.jscomp.InlineFunctionsTest::testInlineIfParametersModified8; com.google.javascript.jscomp.InlineFunctionsTest::testInlineIfParametersModified9; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions6
Closure-117,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testIssue1047
Closure-134,No,No,Yes,
Closure-135,No,Yes,No,com.google.javascript.jscomp.DevirtualizePrototypeMethodsTest::testRewritePrototypeMethods2; com.google.javascript.jscomp.TypeCheckTest::testGoodExtends9
Closure-136,No,Yes,No,com.google.javascript.jscomp.InlineGettersTest::testIssue2508576_1; com.google.javascript.jscomp.InlineGettersTest::testIssue2508576_3; com.google.javascript.jscomp.MethodCheckTest::testSeparateMethods; com.google.javascript.jscomp.RenameVarsTest::testDollarSignSuperExport2
Closure-137,No,Yes,No,com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testOnlyInversion3; com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testOnlyInversion4; com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testArguments; com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest::testMakeLocalNamesUniqueWithContext1; com.google.javascript.jscomp.NormalizeTest::testRemoveDuplicateVarDeclarations2
Closure-138,No,Yes,No,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest::testGoogIsArrayOnNull; com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest::testGoogIsFunctionOnNull; com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest::testGoogIsObjectOnNull; com.google.javascript.jscomp.TypeCheckTest::testIssue124b; com.google.javascript.jscomp.TypeCheckTest::testIssue124
Closure-139,No,Yes,No,com.google.javascript.jscomp.NormalizeTest::testNormalizeFunctionDeclarations; com.google.javascript.jscomp.NormalizeTest::testRemoveDuplicateVarDeclarations3; com.google.javascript.jscomp.NormalizeTest::testMoveFunctions2
Closure-140,No,Yes,No,com.google.javascript.jscomp.CrossModuleCodeMotionTest::testEmptyModule
Closure-141,No,Yes,No,com.google.javascript.jscomp.ExpresssionDecomposerTest::testCanExposeExpression2; com.google.javascript.jscomp.ExpresssionDecomposerTest::testCanExposeExpression7; com.google.javascript.jscomp.InlineFunctionsTest::testDecomposeAnonymousInCall
Closure-142,No,Yes,No,com.google.javascript.jscomp.CoalesceVariableNamesTest::testParameter4; com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testParseLicenseWithAnnotation
Closure-143,No,Yes,No,com.google.javascript.jscomp.CommandLineRunnerTest::testDefineFlag3; com.google.javascript.jscomp.RemoveConstantExpressionsTest::testCall1; com.google.javascript.jscomp.RemoveConstantExpressionsTest::testNew1
Closure-144,No,Yes,No,com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsAssign; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsMember; com.google.javascript.jscomp.CodePrinterTest::testOptionalTypesAnnotation; com.google.javascript.jscomp.CodePrinterTest::testTempConstructor; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsDispatcher1; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsDispatcher2; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsImplements; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsNamespace; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotations; com.google.javascript.jscomp.CodePrinterTest::testVariableArgumentsTypesAnnotation; com.google.javascript.jscomp.CodePrinterTest::testEmitUnknownParamTypesAsAllType; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsMemberSubclass; com.google.javascript.jscomp.DevirtualizePrototypeMethodsTest::testRewritePrototypeMethods2; com.google.javascript.jscomp.DisambiguatePropertiesTest::testStaticProperty; com.google.javascript.jscomp.ExternExportsPassTest::testExportDontEmitPrototypePathPrefix; com.google.javascript.jscomp.ExternExportsPassTest::testExportMultiple; com.google.javascript.jscomp.ExternExportsPassTest::testExportSymbolWithConstructor; com.google.javascript.jscomp.ExternExportsPassTest::testExportSymbolDefinedInVar; com.google.javascript.jscomp.ExternExportsPassTest::testExportSymbol; com.google.javascript.jscomp.ExternExportsPassTest::testExportMultiple2; com.google.javascript.jscomp.ExternExportsPassTest::testExportMultiple3; com.google.javascript.jscomp.ExternExportsPassTest::testExportProperty; com.google.javascript.jscomp.LooseTypeCheckTest::testNestedFunctionInference1; com.google.javascript.jscomp.LooseTypeCheckTest::testScoping10; com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateOldTypeDef; com.google.javascript.jscomp.LooseTypeCheckTest::testBadConstructorCall; com.google.javascript.jscomp.LooseTypeCheckTest::testDontAddMethodsIfNoConstructor; com.google.javascript.jscomp.LooseTypeCheckTest::testInterfaceInheritanceCheck11; com.google.javascript.jscomp.LooseTypeCheckTest::testErrorMismatchingPropertyOnInterface5; com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateTypeDef; com.google.javascript.jscomp.LooseTypeCheckTest::testBug911118; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference12; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference13; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference15; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference16; com.google.javascript.jscomp.LooseTypeCheckTest::testPrototypePropertyReference; com.google.javascript.jscomp.LooseTypeCheckTest::testGoodExtends7; com.google.javascript.jscomp.LooseTypeCheckTest::testTypeRedefinition; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference1; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference2; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference3; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference4; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference7; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference8; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference9; com.google.javascript.jscomp.LooseTypeCheckTest::testInterfaceInheritanceCheck7; com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateStaticMethodDecl1; com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateStaticMethodDecl5; com.google.javascript.jscomp.TypeCheckTest::testNestedFunctionInference1; com.google.javascript.jscomp.TypeCheckTest::testScoping10; com.google.javascript.jscomp.TypeCheckTest::testDuplicateOldTypeDef; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn1; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn2; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn3; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn4; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn6; com.google.javascript.jscomp.TypeCheckTest::testBadConstructorCall; com.google.javascript.jscomp.TypeCheckTest::testDontAddMethodsIfNoConstructor; com.google.javascript.jscomp.TypeCheckTest::testInterfaceInheritanceCheck11; com.google.javascript.jscomp.TypeCheckTest::testErrorMismatchingPropertyOnInterface5; com.google.javascript.jscomp.TypeCheckTest::testDuplicateTypeDef; com.google.javascript.jscomp.TypeCheckTest::testBug911118; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference12; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference13; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference15; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference16; com.google.javascript.jscomp.TypeCheckTest::testPrototypePropertyReference; com.google.javascript.jscomp.TypeCheckTest::testGoodExtends7; com.google.javascript.jscomp.TypeCheckTest::testTypeRedefinition; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference1; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference2; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference3; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference4; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference7; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference8; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference9; com.google.javascript.jscomp.TypeCheckTest::testInterfaceInheritanceCheck7; com.google.javascript.jscomp.TypeCheckTest::testDuplicateStaticMethodDecl1; com.google.javascript.jscomp.TypeCheckTest::testDuplicateStaticMethodDecl5; com.google.javascript.jscomp.TypedScopeCreatorTest::testConstructorNode; com.google.javascript.jscomp.TypedScopeCreatorTest::testPropertiesOnInterface; com.google.javascript.jscomp.TypedScopeCreatorTest::testMethodBeforeFunction; com.google.javascript.jscomp.TypedScopeCreatorTest::testConstructorProperty; com.google.javascript.jscomp.TypedScopeCreatorTest::testReturnTypeInference1
Closure-147,No,Yes,No,com.google.javascript.jscomp.CheckGlobalThisTest::testIssue182a; com.google.javascript.jscomp.CheckGlobalThisTest::testIssue182b; com.google.javascript.jscomp.RuntimeTypeCheckTest::testValueWithInnerFn
Closure-148,No,Yes,No,com.google.javascript.jscomp.PeepholeFoldConstantsTest::testFoldTypeof; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput0; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput1; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput2; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput3; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput4
Closure-149,No,Yes,No,com.google.javascript.jscomp.CommandLineRunnerTest::testCharSetExpansion
Closure-151,No,Yes,No,com.google.javascript.jscomp.CommandLineRunnerTest::testVersionFlag
Closure-153,No,Yes,No,com.google.javascript.jscomp.NormalizeTest::testMakeLocalNamesUnique
Closure-154,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testInterfaceInheritanceCheck12
Closure-155,No,Yes,No,com.google.javascript.jscomp.InlineVariablesTest::testArgumentsModifiedInInnerFunction; com.google.javascript.jscomp.InlineVariablesTest::testArgumentsModifiedInOuterFunction; com.google.javascript.jscomp.InlineVariablesTest::testIssue378ModifiedArguments1; com.google.javascript.jscomp.InlineVariablesTest::testIssue378ModifiedArguments2; com.google.javascript.jscomp.InlineVariablesTest::testIssue378EscapedArguments1; com.google.javascript.jscomp.InlineVariablesTest::testIssue378EscapedArguments2; com.google.javascript.jscomp.InlineVariablesTest::testIssue378EscapedArguments4
Closure-156,No,Yes,No,com.google.javascript.jscomp.CollapsePropertiesTest::testAliasedTopLevelEnum; com.google.javascript.jscomp.CollapsePropertiesTest::testIssue389
Closure-157,No,Yes,No,com.google.javascript.jscomp.CodePrinterTest::testPrint; com.google.javascript.jscomp.CodePrinterTest::testLineBreak; com.google.javascript.jscomp.CodePrinterTest::testObjectLit; com.google.javascript.jscomp.CodePrinterTest::testObjectLit3; com.google.javascript.jscomp.CodePrinterTest::testGetter; com.google.javascript.jscomp.CodePrinterTest::testSetter; com.google.javascript.jscomp.CodePrinterTest::testObjectLit; com.google.javascript.jscomp.FunctionNamesTest::testFunctionsNamesAndIds; com.google.javascript.jscomp.InlineSimpleMethodsTest::testSimpleGetterInline1; com.google.javascript.jscomp.InlineSimpleMethodsTest::testSimpleSetterInline1; com.google.javascript.jscomp.InlineSimpleMethodsTest::testObjectLit; com.google.javascript.jscomp.InlineSimpleMethodsTest::testObjectLit2; com.google.javascript.jscomp.InlineSimpleMethodsTest::testIssue2508576_1; com.google.javascript.jscomp.InlineSimpleMethodsTest::testIssue2508576_2; com.google.javascript.jscomp.InlineSimpleMethodsTest::testAnonymousGet; com.google.javascript.jscomp.InlineSimpleMethodsTest::testAnonymousSet; com.google.javascript.jscomp.InlineSimpleMethodsTest::testSimpleInline2; com.google.javascript.jscomp.RenamePropertiesTest::testPrototypePropertiesAsObjLitKeys2; com.google.javascript.jscomp.RenamePropertiesTest::testPrototypePropertiesAsObjLitKeys3; com.google.javascript.jscomp.SimpleDefinitionFinderTest::testDefineNumber; com.google.javascript.jscomp.parsing.IRFactoryTest::testObjectLiteral6; com.google.javascript.jscomp.parsing.IRFactoryTest::testObjectLiteral7; com.google.javascript.jscomp.parsing.IRFactoryTest::testObjectLiteral8; com.google.javascript.jscomp.parsing.ParserTest::testObjectLiteralDoc1
Closure-158,No,No,Yes,
Closure-160,No,No,Yes,
Closure-162,Yes,No,No,
Closure-163,No,No,Yes,
Closure-164,No,Yes,No,com.google.javascript.jscomp.parsing.JsDocInfoParserTest::testParseUnionType14; com.google.javascript.rhino.jstype.FunctionTypeTest::testSupAndInfWithDifferentParams
