bug,pass,test_fail,compile_fail,failed_tests,duration
Closure-144,No,Yes,No,com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsAssign; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsMember; com.google.javascript.jscomp.CodePrinterTest::testOptionalTypesAnnotation; com.google.javascript.jscomp.CodePrinterTest::testTempConstructor; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsDispatcher1; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsDispatcher2; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsImplements; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsNamespace; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotations; com.google.javascript.jscomp.CodePrinterTest::testVariableArgumentsTypesAnnotation; com.google.javascript.jscomp.CodePrinterTest::testEmitUnknownParamTypesAsAllType; com.google.javascript.jscomp.CodePrinterTest::testTypeAnnotationsMemberSubclass; com.google.javascript.jscomp.DevirtualizePrototypeMethodsTest::testRewritePrototypeMethods2; com.google.javascript.jscomp.DisambiguatePropertiesTest::testStaticProperty; com.google.javascript.jscomp.ExternExportsPassTest::testExportDontEmitPrototypePathPrefix; com.google.javascript.jscomp.ExternExportsPassTest::testExportMultiple; com.google.javascript.jscomp.ExternExportsPassTest::testExportSymbolWithConstructor; com.google.javascript.jscomp.ExternExportsPassTest::testExportSymbolDefinedInVar; com.google.javascript.jscomp.ExternExportsPassTest::testExportSymbol; com.google.javascript.jscomp.ExternExportsPassTest::testExportMultiple2; com.google.javascript.jscomp.ExternExportsPassTest::testExportMultiple3; com.google.javascript.jscomp.ExternExportsPassTest::testExportProperty; com.google.javascript.jscomp.LooseTypeCheckTest::testNestedFunctionInference1; com.google.javascript.jscomp.LooseTypeCheckTest::testScoping10; com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateOldTypeDef; com.google.javascript.jscomp.LooseTypeCheckTest::testBadConstructorCall; com.google.javascript.jscomp.LooseTypeCheckTest::testDontAddMethodsIfNoConstructor; com.google.javascript.jscomp.LooseTypeCheckTest::testInterfaceInheritanceCheck11; com.google.javascript.jscomp.LooseTypeCheckTest::testErrorMismatchingPropertyOnInterface5; com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateTypeDef; com.google.javascript.jscomp.LooseTypeCheckTest::testBug911118; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference12; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference13; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference15; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference16; com.google.javascript.jscomp.LooseTypeCheckTest::testPrototypePropertyReference; com.google.javascript.jscomp.LooseTypeCheckTest::testGoodExtends7; com.google.javascript.jscomp.LooseTypeCheckTest::testTypeRedefinition; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference1; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference2; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference3; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference4; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference7; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference8; com.google.javascript.jscomp.LooseTypeCheckTest::testFunctionInference9; com.google.javascript.jscomp.LooseTypeCheckTest::testInterfaceInheritanceCheck7; com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateStaticMethodDecl1; com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateStaticMethodDecl5; com.google.javascript.jscomp.TypeCheckTest::testNestedFunctionInference1; com.google.javascript.jscomp.TypeCheckTest::testScoping10; com.google.javascript.jscomp.TypeCheckTest::testDuplicateOldTypeDef; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn1; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn2; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn3; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn4; com.google.javascript.jscomp.TypeCheckTest::testInferredReturn6; com.google.javascript.jscomp.TypeCheckTest::testBadConstructorCall; com.google.javascript.jscomp.TypeCheckTest::testDontAddMethodsIfNoConstructor; com.google.javascript.jscomp.TypeCheckTest::testInterfaceInheritanceCheck11; com.google.javascript.jscomp.TypeCheckTest::testErrorMismatchingPropertyOnInterface5; com.google.javascript.jscomp.TypeCheckTest::testDuplicateTypeDef; com.google.javascript.jscomp.TypeCheckTest::testBug911118; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference12; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference13; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference15; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference16; com.google.javascript.jscomp.TypeCheckTest::testPrototypePropertyReference; com.google.javascript.jscomp.TypeCheckTest::testGoodExtends7; com.google.javascript.jscomp.TypeCheckTest::testTypeRedefinition; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference1; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference2; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference3; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference4; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference7; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference8; com.google.javascript.jscomp.TypeCheckTest::testFunctionInference9; com.google.javascript.jscomp.TypeCheckTest::testInterfaceInheritanceCheck7; com.google.javascript.jscomp.TypeCheckTest::testDuplicateStaticMethodDecl1; com.google.javascript.jscomp.TypeCheckTest::testDuplicateStaticMethodDecl5; com.google.javascript.jscomp.TypedScopeCreatorTest::testConstructorNode; com.google.javascript.jscomp.TypedScopeCreatorTest::testPropertiesOnInterface; com.google.javascript.jscomp.TypedScopeCreatorTest::testMethodBeforeFunction; com.google.javascript.jscomp.TypedScopeCreatorTest::testConstructorProperty; com.google.javascript.jscomp.TypedScopeCreatorTest::testReturnTypeInference1,7.85
Closure-147,No,Yes,No,com.google.javascript.jscomp.CheckGlobalThisTest::testIssue182a; com.google.javascript.jscomp.CheckGlobalThisTest::testIssue182b; com.google.javascript.jscomp.RuntimeTypeCheckTest::testValueWithInnerFn,213.29
Closure-148,No,Yes,No,com.google.javascript.jscomp.PeepholeFoldConstantsTest::testFoldTypeof; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput0; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput1; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput2; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput3; com.google.javascript.jscomp.SourceMapTest::testGoldenOutput4,526.39
Closure-149,No,Yes,No,com.google.javascript.jscomp.CommandLineRunnerTest::testCharSetExpansion,10.76
Closure-151,Yes,No,No,,846.27
Closure-153,No,Yes,No,com.google.javascript.jscomp.NormalizeTest::testDuplicateVarInExterns; com.google.javascript.jscomp.NormalizeTest::testMakeLocalNamesUnique,174.97
Closure-154,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testInterfaceInheritanceCheck12,62.47
Closure-155,No,Yes,No,com.google.javascript.jscomp.InlineVariablesTest::testArgumentsModifiedInInnerFunction; com.google.javascript.jscomp.InlineVariablesTest::testArgumentsModifiedInOuterFunction; com.google.javascript.jscomp.InlineVariablesTest::testIssue378ModifiedArguments1; com.google.javascript.jscomp.InlineVariablesTest::testIssue378ModifiedArguments2; com.google.javascript.jscomp.InlineVariablesTest::testIssue378EscapedArguments1; com.google.javascript.jscomp.InlineVariablesTest::testIssue378EscapedArguments2; com.google.javascript.jscomp.InlineVariablesTest::testIssue378EscapedArguments4,148.20
Closure-156,No,Yes,No,com.google.javascript.jscomp.CollapsePropertiesTest::testAliasedTopLevelEnum; com.google.javascript.jscomp.CollapsePropertiesTest::testIssue389,8.46
Closure-157,No,Yes,No,com.google.javascript.jscomp.CodePrinterTest::testObjectLit2; com.google.javascript.jscomp.CodePrinterTest::testObjectLit3; com.google.javascript.jscomp.CodePrinterTest::testGetter; com.google.javascript.jscomp.CodePrinterTest::testSetter; com.google.javascript.jscomp.FunctionNamesTest::testFunctionsNamesAndIds; com.google.javascript.jscomp.RenamePropertiesTest::testPrototypePropertiesAsObjLitKeys2; com.google.javascript.jscomp.RenamePropertiesTest::testPrototypePropertiesAsObjLitKeys3; com.google.javascript.jscomp.SimpleDefinitionFinderTest::testDefineNumber; com.google.javascript.jscomp.parsing.IRFactoryTest::testObjectLiteral6; com.google.javascript.jscomp.parsing.IRFactoryTest::testObjectLiteral7; com.google.javascript.jscomp.parsing.IRFactoryTest::testObjectLiteral8; com.google.javascript.jscomp.parsing.ParserTest::testObjectLiteralDoc1,678.31
Closure-158,No,Yes,No,com.google.javascript.jscomp.CommandLineRunnerTest::testWarningGuardOrdering2; com.google.javascript.jscomp.CommandLineRunnerTest::testWarningGuardOrdering4,693.90
Closure-160,No,Yes,No,com.google.javascript.jscomp.CommandLineRunnerTest::testCheckSymbolsOverrideForQuiet; com.google.javascript.jscomp.CommandLineRunnerTest::testQuietMode,617.89
Closure-162,No,Yes,No,com.google.javascript.jscomp.ScopedAliasesTest::testForwardJsDoc,143.03
Closure-163,No,Yes,No,com.google.javascript.jscomp.CrossModuleMethodMotionTest::testIssue600b; com.google.javascript.jscomp.CrossModuleMethodMotionTest::testIssue600e; com.google.javascript.jscomp.CrossModuleMethodMotionTest::testIssue600,146.11
Closure-164,No,Yes,No,com.google.javascript.jscomp.LooseTypeCheckTest::testMethodInference7; com.google.javascript.jscomp.TypeCheckTest::testMethodInference7; com.google.javascript.rhino.jstype.FunctionTypeTest::testSupAndInfOfReturnTypesWithNumOfParams,362.27
Closure-165,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testIssue725,11.48
Closure-167,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testIssue783; com.google.javascript.jscomp.TypeCheckTest::testMissingProperty20; com.google.javascript.rhino.jstype.JSTypeTest::testRestrictedTypeGivenToBoolean,576.55
Closure-169,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testIssue791; com.google.javascript.rhino.jstype.RecordTypeTest::testSubtypeWithUnknowns2,480.68
Closure-171,No,Yes,No,com.google.javascript.jscomp.TypeCheckTest::testIssue1023; com.google.javascript.jscomp.TypedScopeCreatorTest::testMethodBeforeFunction2; com.google.javascript.jscomp.TypedScopeCreatorTest::testPropertiesOnInterface2,617.99
Closure-173,No,Yes,No,com.google.javascript.jscomp.CodePrinterTest::testPrint; com.google.javascript.jscomp.CodePrinterTest::testIssue1062; com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest::testAssocitivity,730.84
Closure-174,No,Yes,No,com.google.javascript.jscomp.ScopedAliasesTest::testIssue1103a; com.google.javascript.jscomp.ScopedAliasesTest::testIssue1103b; com.google.javascript.jscomp.ScopedAliasesTest::testIssue1103c,2742.07
Closure-175,No,Yes,No,com.google.javascript.jscomp.FunctionInjectorTest::testIssue1101a; com.google.javascript.jscomp.InlineFunctionsTest::testCostBasedInlining10; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionInlining3; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionInlining4; com.google.javascript.jscomp.InlineFunctionsTest::testInlineCall; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions16b; com.google.javascript.jscomp.InlineFunctionsTest::testBug4944818; com.google.javascript.jscomp.InlineFunctionsTest::test6671158; com.google.javascript.jscomp.InlineFunctionsTest::testDoubleInlining2; com.google.javascript.jscomp.InlineFunctionsTest::testIssue1101; com.google.javascript.jscomp.InlineFunctionsTest::testInlineIfParametersModified8; com.google.javascript.jscomp.InlineFunctionsTest::testInlineIfParametersModified9; com.google.javascript.jscomp.InlineFunctionsTest::testInlineMutableArgsReferencedOnce; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionCallInlining3; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionCallInlining4; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionCallInlining5; com.google.javascript.jscomp.InlineFunctionsTest::testFunctionExpressionCallInlining6; com.google.javascript.jscomp.InlineFunctionsTest::testInlineWithClosureContainingThis; com.google.javascript.jscomp.InlineFunctionsTest::testCrossModuleInlining2; com.google.javascript.jscomp.InlineFunctionsTest::testCrossModuleInlining3; com.google.javascript.jscomp.InlineFunctionsTest::testInlineFunctions6; com.google.javascript.jscomp.MultiPassTest::testInlineFunctionsAndPeephole; com.google.javascript.jscomp.SpecializeModuleTest::testSpecializeCascadedInline,888.58
Closure-176,Yes,No,No,,464.10
Codec-1,Yes,No,No,,274.49
Codec-6,No,Yes,No,org.apache.commons.codec.binary.Base64InputStreamTest::testCodec98NPE; org.apache.commons.codec.binary.Base64InputStreamTest::testBase64InputStreamByChunk; org.apache.commons.codec.binary.Base64InputStreamTest::testCodec101; org.apache.commons.codec.binary.Base64InputStreamTest::testBase64InputStreamByteByByte,652.88
Codec-8,No,Yes,No,org.apache.commons.codec.binary.Base64InputStreamTest::testCodec105,471.54
Codec-11,No,Yes,No,org.apache.commons.codec.net.QuotedPrintableCodecTest::testSkipNotEncodedCRLF; org.apache.commons.codec.net.QuotedPrintableCodecTest::testSoftLineBreakEncode; org.apache.commons.codec.net.QuotedPrintableCodecTest::testUltimateSoftBreak; org.apache.commons.codec.net.QuotedPrintableCodecTest::testTrailingSpecial,272.33
Codec-12,No,Yes,No,org.apache.commons.codec.binary.Base32InputStreamTest::testAvailable; org.apache.commons.codec.binary.Base64InputStreamTest::testAvailable,303.98
Codec-13,Yes,No,No,,186.52
Codec-14,Yes,No,No,,289.71
Collections-25,Yes,No,No,,128.09
Compress-2,No,Yes,No,org.apache.commons.compress.archivers.ArDebugTest::testArDeleteExact,530.02
Compress-3,No,Yes,No,org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testFinish,7.62
Compress-4,No,Yes,No,org.apache.commons.compress.archivers.jar.JarArchiveOutputStreamTest::testJarMarker; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testCP437FileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testCP437FileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testASCIIFileRoundtripImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripNoEFSImplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testZipArchiveInputStreamReadsUnicodeFields; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testASCIIFileRoundtripExplicitUnicodeExtra; org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testUtf8FileRoundtripNoEFSExplicitUnicodeExtra,513.04
Compress-6,Yes,No,No,,100.39
Compress-9,No,Yes,No,org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testCount,426.68
Compress-10,No,Yes,No,org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest::testReadWinZipArchive,287.66
Compress-11,Yes,No,No,,158.76
Compress-20,No,Yes,No,org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest::testCpioUnarchiveCreatedByRedlineRpm,341.96
Compress-22,No,Yes,No,org.apache.commons.compress.compressors.bzip2.PythonTruncatedBzip2Test::testPartialReadTruncatedData,196.02
Compress-29,No,Yes,No,org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::testEncodingInputStream; org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::testEncodingInputStreamAutodetect; org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::testEncodingOutputStream,267.43
Compress-33,Yes,No,No,,233.98
Compress-34,No,Yes,No,org.apache.commons.compress.archivers.zip.X7875_NewUnixTest::testParseReparse,707.21
Compress-35,No,Yes,No,org.apache.commons.compress.DetectArchiverTestCase::testCOMPRESS335,348.25
Compress-39,Yes,No,No,,261.44
Compress-40,No,Yes,No,org.apache.commons.compress.utils.BitInputStreamTest::littleEndianWithOverflow; org.apache.commons.compress.utils.BitInputStreamTest::bigEndianWithOverflow,250.57
Compress-42,Yes,No,No,,204.16
Compress-43,No,Yes,No,org.apache.commons.compress.archivers.zip.DataDescriptorTest::doesntWriteDataDescriptorWhenAddingRawEntries,503.23
Compress-47,No,Yes,No,org.apache.commons.compress.compressors.DetectCompressorTestCase::testDetection; org.apache.commons.compress.compressors.DetectCompressorTestCase::testDetect; org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStreamTest::testTurningOnCachingReEvaluatesAvailability; org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStreamTest::testCanTurnOffCaching; org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStreamTest::singleByteReadWorksAsExpected; org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStreamTest::singleByteReadReturnsMinusOneAtEof; org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStreamTest::testZstdDecode; org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStreamTest::testCachingIsEnabledByDefaultAndZstdUtilsPresent; org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStreamTest::shouldBeAbleToSkipAByte; org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStreamTest::testZstandardUnarchive; org.apache.commons.compress.compressors.zstandard.ZstdRoundtripTest::directRoundtrip; org.apache.commons.compress.compressors.zstandard.ZstdRoundtripTest::factoryRoundtrip; org.apache.commons.compress.compressors.zstandard.ZstdUtilsTest::testMatchesSkippableFrame; org.apache.commons.compress.compressors.zstandard.ZstdUtilsTest::testMatchesZstandardFrame,442.22
Csv-7,Yes,No,No,,348.45
Csv-8,Yes,No,No,,114.96
Csv-13,No,Yes,No,org.apache.commons.csv.CSVPrinterTest::testMySqlNullOutput; org.apache.commons.csv.CSVPrinterTest::testMySqlNullStringDefault,343.22
Csv-16,No,Yes,No,org.apache.commons.csv.CSVParserTest::testIteratorSequenceBreaking,440.37
Gson-1,No,Yes,No,com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultDateDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlTimestampDeserialization; com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlTimestampSerialization,516.09
Gson-3,Yes,No,No,,359.55
Gson-4,No,Yes,No,com.google.gson.stream.JsonReaderTest::testTopLevelValueTypes; com.google.gson.stream.JsonReaderTest::testStrictNonExecutePrefixWithSkipValue; com.google.gson.stream.JsonReaderTest::testStrictNonExecutePrefix,471.94
Gson-7,Yes,No,No,,223.61
Gson-8,Yes,No,No,,566.00
Gson-9,No,Yes,No,com.google.gson.stream.JsonWriterTest::testBoxedBooleans,441.11
Gson-14,No,Yes,No,com.google.gson.internal.bind.RecursiveTypesResolveTest::testDoubleSupertype; com.google.gson.internal.bind.RecursiveTypesResolveTest::testIssue440WeakReference; com.google.gson.internal.bind.RecursiveTypesResolveTest::testSubSupertype; com.google.gson.internal.bind.RecursiveTypesResolveTest::testDoubleSubtype; com.google.gson.internal.bind.RecursiveTypesResolveTest::testIssue603PrintStream; com.google.gson.internal.bind.RecursiveTypesResolveTest::testSuperSubtype; com.google.gson.internal.bind.RecursiveTypesResolveTest::testRecursiveResolveSimple,8.41
JacksonCore-1,No,No,Yes,,506.41
JacksonCore-2,No,Yes,No,com.fasterxml.jackson.core.json.TestParserErrorHandling::testMangledNumbersBytes,680.80
JacksonCore-9,Yes,No,No,,87.71
JacksonCore-10,No,Yes,No,com.fasterxml.jackson.core.sym.TestByteBasedSymbols::testIssue207; com.fasterxml.jackson.core.sym.TestSymbolTables::testCollisionsWithBytesNew187b; com.fasterxml.jackson.core.sym.TestSymbolTables::testSyntheticWithBytesNew; com.fasterxml.jackson.core.sym.TestSymbolTables::testShortNameCollisionsDirectNew,443.84
JacksonCore-12,Yes,No,No,,233.53
JacksonCore-16,No,Yes,No,com.fasterxml.jackson.core.json.ParserSequenceTest::testInitialized,308.17
JacksonCore-17,No,Yes,No,com.fasterxml.jackson.core.json.RawValueWithSurrogatesTest::testRawWithSurrogatesString,312.92
JacksonCore-18,No,Yes,No,com.fasterxml.jackson.core.json.TestJsonGeneratorFeatures::testTooBigBigDecimal,554.17
JacksonCore-19,Yes,No,No,,457.22
JacksonCore-21,No,Yes,No,com.fasterxml.jackson.core.filter.JsonPointerParserFilteringTest::testSimpleNoPath; com.fasterxml.jackson.core.filter.TokenVerifyingParserFiltering330Test::testTokensSingleMatchWithPath; com.fasterxml.jackson.core.filter.TokenVerifyingParserFiltering330Test::testBasicSingleMatchFilteringWithPath; com.fasterxml.jackson.core.filter.TokenVerifyingParserFiltering330Test::testSkippingForSingleWithPath,327.13
JacksonCore-22,No,Yes,No,com.fasterxml.jackson.core.filter.BasicParserFilteringTest::testNotAllowMultipleMatchesWithoutPath2,330.05
JacksonCore-24,No,Yes,No,com.fasterxml.jackson.core.json.async.AsyncNumberCoercionTest::testToLongFailing; com.fasterxml.jackson.core.json.async.AsyncNumberCoercionTest::testToIntFailing; com.fasterxml.jackson.core.read.NumberCoercionTest::testToLongFailing; com.fasterxml.jackson.core.read.NumberCoercionTest::testToIntFailing; com.fasterxml.jackson.core.read.NumberOverflowTest::testMaliciousLongOverflow; com.fasterxml.jackson.core.read.NumberOverflowTest::testSimpleLongOverflow; com.fasterxml.jackson.core.read.NumberOverflowTest::testMaliciousIntOverflow; com.fasterxml.jackson.core.read.NumberParsingTest::testSimpleLong,226.66
JacksonDatabind-3,Yes,No,No,,239.92
JacksonDatabind-4,No,Yes,No,com.fasterxml.jackson.databind.deser.TestCollectionDeserialization::testArrayIndexForExceptions,444.82
JacksonDatabind-6,No,Yes,No,com.fasterxml.jackson.databind.deser.TestDateDeserialization::testISO8601MissingSeconds; com.fasterxml.jackson.databind.deser.TestDateDeserialization::test8601DateTimeNoMilliSecs,830.17
JacksonDatabind-8,No,Yes,No,com.fasterxml.jackson.databind.deser.TestJdkTypes::testStringBuilder,122.59
JacksonDatabind-10,No,No,Yes,,550.54
JacksonDatabind-13,No,Yes,No,com.fasterxml.jackson.databind.struct.TestObjectIdDeserialization::testNullObjectId,303.90
JacksonDatabind-14,Yes,No,No,,305.71
JacksonDatabind-15,Yes,No,No,,171.26
JacksonDatabind-18,No,Yes,No,com.fasterxml.jackson.databind.seq.ReadRecoveryTest::testSimpleRootRecovery; com.fasterxml.jackson.databind.seq.ReadRecoveryTest::testRootBeans; com.fasterxml.jackson.databind.seq.ReadRecoveryTest::testSimpleArrayRecovery,412.39
JacksonDatabind-20,No,Yes,No,com.fasterxml.jackson.databind.introspect.TestNamingStrategyStd::testNamingWithObjectNode,274.91
JacksonDatabind-21,Yes,No,No,,543.79
JacksonDatabind-22,No,Yes,No,com.fasterxml.jackson.databind.ser.TestJsonValue::testJsonValueWithCustomOverride,8.95
JacksonDatabind-23,No,Yes,No,com.fasterxml.jackson.databind.ser.TestJsonSerialize2::testEmptyInclusionScalars,137.72
JacksonDatabind-25,No,Yes,No,com.fasterxml.jackson.databind.deser.TestArrayDeserialization::testByteArrayTypeOverride890,1194.03
JacksonDatabind-29,No,Yes,No,com.fasterxml.jackson.databind.jsontype.TestExternalId::testExternalTypeIdWithNull,710.27
JacksonDatabind-30,No,Yes,No,com.fasterxml.jackson.databind.jsontype.TestExternalId::testBigDecimal965,718.39
JacksonDatabind-31,No,Yes,No,com.fasterxml.jackson.databind.util.TestTokenBuffer::testOutputContext,143.67
JacksonDatabind-32,No,Yes,No,com.fasterxml.jackson.databind.deser.TestUntypedDeserialization::testNestedUntyped989,150.11
JacksonDatabind-36,Yes,No,No,,237.22
JacksonDatabind-38,No,Yes,No,com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test::testExplicitMapType; com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test::testExplicitCollectionType; com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test::testPOJOSubType,786.39
JacksonDatabind-41,No,Yes,No,com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test::testDeprecatedTypeResolution,666.85
JacksonDatabind-43,No,Yes,No,com.fasterxml.jackson.databind.objectid.TestObjectIdSerialization::testNullStringPropertyId,101.78
JacksonDatabind-48,No,Yes,No,com.fasterxml.jackson.databind.introspect.TestMixinMerging::testDisappearingMixins515; com.fasterxml.jackson.databind.ser.TestFeatures::testPerClassAutoDetection; com.fasterxml.jackson.databind.ser.TestFeatures::testVisibilityFeatures,399.39
JacksonDatabind-50,No,Yes,No,com.fasterxml.jackson.databind.objectid.ObjectWithCreator1261Test::testObjectIds1261,146.82
JacksonDatabind-52,No,Yes,No,com.fasterxml.jackson.databind.jsontype.ext.ExternalTypeId999Test::testExternalTypeId,569.07
JacksonDatabind-53,No,Yes,No,com.fasterxml.jackson.databind.jsontype.TypeRefinementForMap1215Test::testMapRefinement,739.12
JacksonDatabind-54,No,Yes,No,com.fasterxml.jackson.databind.deser.TestJDKAtomicTypes::testEmpty1256,601.90
JacksonDatabind-55,No,Yes,No,com.fasterxml.jackson.databind.ser.TestEnumSerialization::testEnumsWithJsonPropertyAsKey,99.53
JacksonDatabind-56,No,Yes,No,com.fasterxml.jackson.databind.deser.TestJdkTypes::testLocale,9.21
JacksonDatabind-59,Yes,No,No,,746.46
JacksonDatabind-60,No,Yes,No,com.fasterxml.jackson.databind.jsontype.TestDefaultWithCreators::testWithCreatorAndJsonValue; com.fasterxml.jackson.databind.jsontype.ext.ExternalTypeIdTest::testWithAsValue,191.23
JacksonDatabind-61,Yes,No,No,,389.83
JacksonDatabind-65,No,Yes,No,com.fasterxml.jackson.databind.deser.KeyDeser1429Test::testDeserializeKeyViaFactory,124.13
JacksonDatabind-66,Yes,No,No,,436.59
JacksonDatabind-68,No,Yes,No,com.fasterxml.jackson.databind.struct.SingleValueAsArrayTest::testSuccessfulDeserializationOfObjectWithChainedArrayCreators; com.fasterxml.jackson.databind.struct.SingleValueAsArrayTest::testWithSingleString,458.24
JacksonDatabind-69,No,Yes,No,com.fasterxml.jackson.databind.creators.Creator1476Test::testConstructorChoice,428.37
JacksonDatabind-72,No,Yes,No,com.fasterxml.jackson.databind.creators.InnerClassCreatorTest::testIssue1501,341.49
JacksonDatabind-73,No,Yes,No,com.fasterxml.jackson.databind.deser.ReadOrWriteOnlyTest::testReadOnlyAndWriteOnly; com.fasterxml.jackson.databind.deser.ReadOrWriteOnlyTest::testReadOnly935,932.94
JacksonDatabind-75,No,Yes,No,com.fasterxml.jackson.databind.struct.EnumFormatShapeTest::testEnumPropertyAsNumber,165.36
JacksonDatabind-77,Yes,No,No,,439.15
JacksonDatabind-78,Yes,No,No,,516.98
JacksonDatabind-79,Yes,No,No,,504.18
JacksonDatabind-80,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings; com.fasterxml.jackson.databind.jsontype.TestTypeNames::testBaseTypeId1616,174.47
JacksonDatabind-81,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings; com.fasterxml.jackson.databind.introspect.TypeCoercion1592Test::testTypeCoercion1592,182.18
JacksonDatabind-87,Yes,No,No,,148.29
JacksonDatabind-90,Yes,No,No,,137.00
JacksonDatabind-94,Yes,No,No,,350.79
JacksonDatabind-95,No,Yes,No,com.fasterxml.jackson.databind.type.TestTypeFactory::testCanonicalNames,524.22
JacksonDatabind-103,No,Yes,No,com.fasterxml.jackson.databind.ObjectWriterTest::testViewSettings; com.fasterxml.jackson.databind.exc.BasicExceptionTest::testLocationAddition,710.21
