bug,run_shell_command,run_shell_command_defects4j_compile,run_shell_command_defects4j_test,run_shell_command_defects4j_other,run_shell_command_test_scripts,run_shell_command_git_all,run_shell_command_build_and_execution,run_shell_command_file_operations,run_shell_command_other,run_shell_command_sed,run_shell_command_defects4j,run_shell_command_grep,run_shell_command_ls,run_shell_command_echo,run_shell_command_apply_patch,run_shell_command_nl,run_shell_command_awk,run_shell_command_ant,run_shell_command_tail,run_shell_command_find,run_shell_command_cat,run_shell_command_python,run_shell_command_applypatch,run_shell_command_java,run_shell_command_javap,run_shell_command_git,run_shell_command_rg,run_shell_command_wc,run_shell_command_run_bug_exposing_tests.sh,run_shell_command_run_all_tests_trace.sh
JacksonDatabind_68,50,0,7,0,2,0,0,3,0,21,7,5,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
JacksonDatabind_69,40,1,2,0,3,0,0,1,0,18,3,4,1,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
JacksonDatabind_72,18,0,3,0,2,0,0,2,0,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
JacksonDatabind_73,52,0,8,0,2,0,0,2,0,29,8,9,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
JacksonDatabind_75,41,1,1,0,4,0,0,2,0,25,2,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
JacksonDatabind_77,52,3,4,0,3,0,0,1,3,27,7,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
JacksonDatabind_78,33,0,2,0,3,0,0,4,1,14,2,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JacksonDatabind_79,42,0,11,0,3,0,1,3,1,17,11,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
JacksonDatabind_8,37,0,5,0,3,0,0,3,0,20,5,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
JacksonDatabind_80,34,2,2,0,4,0,0,2,0,16,4,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1
JacksonDatabind_81,21,0,0,0,4,0,0,1,0,11,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JacksonDatabind_87,22,2,0,0,3,0,0,3,0,8,2,0,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,1
JacksonDatabind_90,33,0,4,0,2,0,1,3,0,17,4,2,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
JacksonDatabind_94,19,1,2,0,2,0,0,3,0,9,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
JacksonDatabind_95,30,2,4,0,2,0,0,2,0,11,6,2,2,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
JacksonXml_1,35,1,5,0,4,0,0,3,0,16,6,1,3,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3
JacksonXml_2,17,0,0,0,2,0,0,2,0,8,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JacksonXml_6,26,0,0,0,5,0,0,1,0,10,0,3,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Jsoup_11,19,0,0,0,3,0,0,2,0,9,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jsoup_12,24,0,0,0,2,0,0,2,0,11,0,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jsoup_14,31,0,2,0,2,0,0,1,0,20,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_16,15,1,1,0,3,0,0,2,0,7,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Jsoup_18,23,2,1,0,2,0,0,2,0,12,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_21,18,1,5,0,2,0,0,1,0,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_22,19,0,2,0,2,0,0,1,0,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_23,9,0,2,0,1,0,0,2,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jsoup_28,19,1,3,0,1,0,0,2,0,9,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jsoup_29,16,1,2,0,2,0,0,1,0,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_3,40,5,2,0,1,0,0,1,0,22,7,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jsoup_30,13,0,2,0,2,0,0,1,0,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_31,21,0,0,0,1,0,0,3,0,13,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jsoup_36,12,1,3,0,1,0,0,2,0,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jsoup_4,22,1,6,0,1,0,0,1,0,8,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jsoup_42,17,0,0,0,2,0,0,1,0,9,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jsoup_50,15,1,2,0,2,0,0,1,0,5,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_52,20,0,2,0,2,0,0,3,0,12,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_56,21,0,1,0,2,0,0,2,0,11,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jsoup_58,29,0,6,0,5,0,0,1,0,15,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Jsoup_59,28,1,2,0,2,0,0,1,0,19,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_60,33,0,3,0,2,0,0,1,0,16,3,4,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jsoup_63,52,3,2,0,5,0,0,2,0,19,5,8,2,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
Jsoup_65,29,1,3,0,2,0,0,1,0,13,4,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_66,56,0,11,0,7,0,0,1,1,19,11,10,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
Jsoup_67,39,1,5,0,2,0,0,1,0,21,6,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_7,50,8,6,0,5,0,0,3,0,16,14,1,3,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Jsoup_71,58,2,1,0,5,0,0,1,0,32,3,14,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Jsoup_73,19,0,6,0,2,0,0,1,0,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_74,24,2,1,0,3,0,0,1,0,12,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
Jsoup_78,25,1,3,0,2,0,0,1,0,14,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_79,21,2,5,0,2,0,0,2,0,6,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jsoup_81,20,1,1,0,4,0,0,1,0,8,2,0,1,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jsoup_83,52,7,4,0,5,0,0,2,0,26,11,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
Jsoup_87,31,0,2,0,2,0,0,2,0,19,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jsoup_91,47,0,4,0,1,0,0,5,2,26,4,4,5,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Jsoup_92,47,0,0,0,4,0,0,2,0,28,0,5,2,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
JxPath_1,56,0,0,0,2,0,0,2,0,41,0,7,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JxPath_11,42,0,3,0,3,0,0,1,0,25,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
JxPath_13,15,0,1,0,2,0,0,1,0,7,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JxPath_15,18,0,0,0,2,0,0,1,0,11,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JxPath_16,20,2,2,0,1,0,0,1,0,10,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JxPath_17,9,1,1,0,1,0,0,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JxPath_18,29,3,1,0,3,0,0,1,0,17,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
JxPath_19,22,0,3,0,2,0,0,3,0,11,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
JxPath_2,19,1,2,0,2,0,0,1,0,7,3,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
JxPath_20,26,0,1,0,2,0,0,2,0,13,1,4,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
JxPath_3,45,0,6,0,3,0,0,1,0,24,6,8,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
JxPath_4,47,1,12,0,1,0,0,5,0,22,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JxPath_7,27,2,2,0,2,0,0,3,0,17,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
JxPath_9,37,8,3,0,1,0,0,2,3,14,11,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Lang_13,13,1,1,0,2,0,1,3,0,3,2,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Lang_15,28,2,1,0,2,0,1,1,1,11,3,5,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Lang_19,13,1,3,0,2,0,0,2,0,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lang_20,14,0,1,0,2,0,0,2,0,5,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Lang_23,18,1,1,0,2,0,0,1,0,9,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lang_27,20,1,2,0,2,0,0,2,0,9,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lang_30,37,0,5,0,2,0,0,1,0,16,5,7,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Lang_32,22,0,1,0,1,0,0,2,0,13,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lang_34,33,1,2,0,1,0,0,2,0,17,3,6,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Lang_35,20,1,2,0,1,0,0,1,0,11,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lang_36,29,1,2,0,2,0,0,3,0,14,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lang_4,10,2,1,0,1,0,0,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lang_41,39,0,3,0,4,0,0,1,0,21,3,3,1,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Lang_46,33,5,4,0,2,0,0,4,5,11,9,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Lang_47,19,0,0,0,1,0,0,1,0,12,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lang_5,16,1,1,0,2,0,0,1,0,8,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lang_50,42,1,6,0,2,0,0,2,0,23,7,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
Lang_56,20,1,2,0,2,0,0,1,0,12,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lang_60,18,0,3,0,2,0,0,1,0,8,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lang_62,16,0,3,0,1,0,0,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lang_63,17,0,2,0,2,0,0,1,0,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lang_64,15,1,0,0,1,0,0,2,0,8,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lang_65,57,7,7,0,11,0,0,3,0,15,14,3,3,0,0,1,1,0,0,3,5,0,0,0,1,0,0,0,5,6
Lang_7,16,1,1,0,2,0,0,1,0,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lang_8,16,1,3,0,2,0,0,1,0,7,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Math_1,23,1,2,0,2,0,0,3,0,11,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Math_100,30,2,0,0,3,0,0,1,0,9,2,4,1,4,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
Math_106,12,1,3,0,2,0,0,1,0,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Math_12,10,3,2,0,1,0,0,1,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_14,15,0,5,0,3,0,0,1,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Math_15,16,1,4,0,1,0,0,1,0,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_16,19,0,0,0,2,0,0,2,0,8,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Math_18,53,2,2,0,2,1,11,2,0,17,4,8,2,0,7,0,0,11,0,0,0,0,1,0,0,1,0,0,1,1
Math_21,54,0,12,0,2,0,2,4,0,8,12,2,4,0,6,0,0,2,0,1,10,0,0,0,2,0,0,0,1,1
Math_22,17,0,2,0,2,0,0,3,0,8,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Math_23,16,1,4,0,1,0,0,1,0,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_24,13,0,1,0,1,0,0,2,0,4,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Math_26,18,2,3,0,2,0,1,1,0,8,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Math_28,28,0,4,0,3,0,0,3,0,12,4,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
Math_29,12,0,2,0,1,0,0,1,0,5,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_31,55,0,20,0,2,0,0,1,13,11,20,1,1,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
Math_35,8,2,1,0,1,0,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_36,34,3,4,0,2,0,0,3,0,16,7,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Math_37,24,0,2,0,1,0,0,2,0,13,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_38,26,0,2,0,2,0,0,2,0,14,2,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Math_4,24,0,6,0,1,0,0,2,2,9,6,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Math_44,31,0,0,0,2,0,0,4,0,13,0,1,4,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Math_46,48,12,2,0,4,0,1,3,0,7,14,4,3,0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,3,1
Math_47,14,1,1,0,2,0,0,3,0,4,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_49,16,1,5,0,2,0,0,1,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Math_52,20,1,4,0,1,0,0,1,1,10,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_54,30,0,2,0,3,0,0,1,0,13,2,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Math_55,31,3,4,0,2,0,0,2,0,10,7,3,2,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1
Math_6,38,0,5,0,1,0,0,2,0,22,5,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_61,9,0,0,0,1,0,0,1,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Math_62,17,1,4,0,2,0,0,2,0,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Math_64,28,0,0,0,2,0,0,1,0,17,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Math_65,11,1,2,0,2,0,0,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Math_66,55,0,18,0,3,0,0,2,24,14,18,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Math_68,47,0,4,0,2,0,0,2,1,23,4,6,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Math_7,31,0,6,0,2,0,0,2,0,12,6,3,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Math_71,40,3,2,0,2,0,0,3,0,20,5,5,3,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1
Math_72,10,2,0,0,2,0,0,3,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Math_76,67,13,7,0,4,0,1,3,1,16,20,8,3,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Math_77,11,2,2,0,1,0,0,1,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_78,13,0,2,0,2,0,0,1,0,4,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Math_81,18,0,3,0,2,0,0,2,0,8,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Math_83,50,2,3,0,2,0,6,1,0,6,5,3,1,13,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Math_84,20,0,2,0,2,0,0,2,0,7,2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Math_86,17,2,2,0,2,0,0,3,0,5,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Math_90,12,1,1,0,2,0,0,1,0,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Math_92,11,1,2,0,1,0,0,1,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_93,21,1,2,0,3,0,0,2,0,11,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
Math_98,14,1,0,0,1,0,0,2,0,8,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Math_99,20,1,1,0,1,0,0,2,0,9,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mockito_10,14,1,1,0,1,0,1,3,0,5,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mockito_14,33,3,2,0,2,0,0,3,0,16,5,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockito_15,19,0,3,0,2,0,0,2,0,8,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockito_16,20,0,4,0,2,0,0,3,0,9,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mockito_17,19,1,1,0,2,0,0,3,0,8,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Mockito_19,21,2,0,1,1,0,0,5,0,6,3,1,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
Mockito_2,25,0,1,0,1,0,0,2,0,14,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockito_20,44,0,1,0,1,2,0,6,0,28,1,2,7,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0
Mockito_21,35,1,1,0,1,0,7,8,3,10,2,1,6,0,0,0,0,7,0,1,2,0,0,0,0,0,0,0,1,0
Mockito_23,11,0,0,0,1,0,0,1,0,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockito_25,53,4,1,0,5,0,0,7,2,24,5,4,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,3
Mockito_3,25,1,2,0,1,0,0,1,0,12,3,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mockito_30,17,2,2,0,1,0,0,1,0,7,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Mockito_31,26,2,5,0,2,0,0,3,0,7,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Mockito_32,33,1,4,0,3,0,0,4,0,11,5,5,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
Mockito_35,23,0,1,0,2,0,0,1,0,12,1,2,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockito_36,25,1,5,0,1,0,0,1,0,13,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mockito_4,44,1,1,0,1,0,0,5,4,20,2,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mockito_6,22,1,2,0,1,0,0,5,0,8,3,0,5,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
Mockito_9,27,0,2,0,1,0,0,3,0,10,2,5,3,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Time_1,34,2,3,0,2,0,0,1,1,19,5,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Time_10,23,2,2,0,1,0,0,3,0,13,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time_12,27,2,0,0,3,0,0,4,0,10,2,4,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1
Time_13,21,0,1,0,3,0,0,3,0,11,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time_2,43,3,5,0,2,0,0,3,2,21,8,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Time_23,22,0,4,0,1,1,0,2,0,9,4,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time_26,33,0,5,0,2,0,0,1,0,16,5,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
Time_3,18,0,3,0,1,0,0,2,0,9,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time_6,39,1,8,0,1,0,0,3,0,17,9,7,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Time_9,25,2,5,0,2,0,1,1,1,12,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
